filename,width,height,size_ratio_original,contour,center,diameter,area,order,idx_child,idx_parent,x,y
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1467,1280
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1466,1280
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1466,1282
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1465,1283
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1464,1283
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1463,1284
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1462,1284
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1462,1286
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1461,1287
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1460,1287
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1459,1288
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1458,1288
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1458,1289
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1460,1289
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1462,1291
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1462,1293
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1464,1293
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1466,1295
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1466,1297
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1468,1297
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1469,1298
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1470,1297
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1474,1297
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1475,1296
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1476,1296
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1477,1295
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1481,1295
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1484,1292
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1486,1292
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1488,1290
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1489,1290
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1490,1289
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1493,1289
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1495,1287
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1500,1287
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1502,1285
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1505,1285
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1506,1284
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1507,1284
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1508,1283
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1509,1283
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1511,1281
isopods.jpg,2100,1400,1,3,"(1494, 1278)",76,1319,parent,-1,-1,1512,1281
